Participant Id	Tumor Type	Annotation	Filter Reason	Removed Samples	Chosen Sample
TCGA-A3-3324	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3324-01A-01T-0860-13	TCGA-A3-3324-01A-02R-1324-13
TCGA-A3-3320	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3320-01A-01T-0860-13	TCGA-A3-3320-01A-02R-1324-13
TCGA-AK-3443	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-AK-3443-01A-01T-0860-13	TCGA-AK-3443-01A-02R-1324-13
TCGA-A3-3374	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3374-01A-01T-0860-13	TCGA-A3-3374-01A-02R-1324-13
TCGA-A3-3313	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3313-01A-01T-0860-13	TCGA-A3-3313-01A-02R-1324-13
TCGA-A3-3382	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3382-01A-01T-0860-13	TCGA-A3-3382-01A-02R-1324-13
TCGA-AK-3453	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-AK-3453-01A-01T-0860-13	TCGA-AK-3453-01A-02R-1276-13
TCGA-A3-3378	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3378-01A-01T-0860-13	TCGA-A3-3378-01A-02R-1324-13
TCGA-A3-3319	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3319-01A-01T-0860-13	TCGA-A3-3319-01A-02R-1324-13
TCGA-A3-3331	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3331-01A-01T-0860-13	TCGA-A3-3331-01A-02R-1324-13
TCGA-A3-3383	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3383-01A-01T-0860-13	TCGA-A3-3383-01A-02R-1324-13
TCGA-A3-3308	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3308-01A-01T-0860-13	TCGA-A3-3308-01A-02R-1324-13
TCGA-A3-3323	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3323-01A-01T-0860-13	TCGA-A3-3323-01A-02R-1324-13
TCGA-A3-3372	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3372-01A-01T-0860-13	TCGA-A3-3372-01A-02R-1324-13
TCGA-A3-3311	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3311-01A-01T-0860-13	TCGA-A3-3311-01A-02R-1324-13
TCGA-A3-3322	KIRC	mirnaseq__illuminaga_mirnaseq__bcgsc_ca__Level_3__miR_gene_expression__data	Analyte Replicate Filter	TCGA-A3-3322-01A-01T-0860-13	TCGA-A3-3322-01A-02R-1324-13
TCGA-CJ-4639	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-CJ-4639-01A-01D-1185-01	TCGA-CJ-4639-01A-02D-1322-01
TCGA-CJ-4636	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-CJ-4636-01A-01D-1185-01	TCGA-CJ-4636-01A-02D-1322-01
TCGA-A3-3331	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3331-01A-01D-0858-01	TCGA-A3-3331-01A-02D-1322-01
TCGA-A3-3324	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3324-01A-01D-0858-01	TCGA-A3-3324-01A-02D-1322-01
TCGA-A3-3351	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3351-01A-01D-1185-01	TCGA-A3-3351-01A-02D-1322-01
TCGA-BP-4163	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-BP-4163-01A-01D-1185-01	TCGA-BP-4163-01A-02D-1322-01
TCGA-B2-3924	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Sort Replicate Filter	TCGA-B2-3924-01A-02D-A274-01	TCGA-B2-3924-01B-03D-A274-01
TCGA-A3-3317	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3317-01A-01D-0858-01	TCGA-A3-3317-01A-02D-1322-01
TCGA-AK-3465	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AK-3465-01A-01D-0858-01	TCGA-AK-3465-01A-02D-1322-01
TCGA-AK-3436	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AK-3436-01A-01D-1185-01	TCGA-AK-3436-01A-02D-1322-01
TCGA-BP-4162	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-BP-4162-01A-01D-1185-01	TCGA-BP-4162-01A-02D-1322-01
TCGA-BP-4167	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-BP-4167-01A-01D-1185-01	TCGA-BP-4167-01A-02D-1322-01
TCGA-B2-3923	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-B2-3923-01A-01D-1185-01	TCGA-B2-3923-01A-02D-1322-01
TCGA-CJ-4638	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-CJ-4638-01A-01D-1185-01	TCGA-CJ-4638-01A-02D-1322-01
TCGA-A3-3347	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3347-01A-01D-1185-01	TCGA-A3-3347-01A-02D-1322-01
TCGA-AK-3440	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AK-3440-01A-01D-0858-01	TCGA-AK-3440-01A-02D-1274-01
TCGA-CJ-4644	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-CJ-4644-01A-01D-1185-01	TCGA-CJ-4644-01A-02D-1322-01
TCGA-A3-3319	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3319-01A-01D-0858-01	TCGA-A3-3319-01A-02D-1322-01
TCGA-CJ-4643	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-CJ-4643-01A-01D-1185-01	TCGA-CJ-4643-01A-02D-1322-01
TCGA-B8-4619	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-B8-4619-01A-01D-1185-01,TCGA-B8-4619-01A-02D-1322-01	TCGA-B8-4619-01A-02D-1549-01
TCGA-A3-3383	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3383-01A-01D-0858-01	TCGA-A3-3383-01A-02D-1322-01
TCGA-B2-5635	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Sort Replicate Filter	TCGA-B2-5635-01A-01D-A274-01	TCGA-B2-5635-01B-04D-A274-01
TCGA-AK-3456	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AK-3456-01A-01D-1185-01	TCGA-AK-3456-01A-02D-1322-01
TCGA-A3-3311	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3311-01A-01D-0858-01	TCGA-A3-3311-01A-02D-1322-01
TCGA-A3-3322	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3322-01A-01D-0858-01	TCGA-A3-3322-01A-02D-1322-01
TCGA-BP-4161	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-BP-4161-01A-01D-1185-01	TCGA-BP-4161-01A-02D-1322-01
TCGA-A3-3320	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3320-01A-01D-0858-01	TCGA-A3-3320-01A-02D-1322-01
TCGA-B2-5633	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Sort Replicate Filter	TCGA-B2-5633-01A-01D-A274-01	TCGA-B2-5633-01B-04D-A274-01
TCGA-CJ-4640	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-CJ-4640-01A-01D-1185-01	TCGA-CJ-4640-01A-02D-1322-01
TCGA-A3-3313	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3313-01A-01D-0858-01	TCGA-A3-3313-01A-02D-1322-01
TCGA-AK-3453	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AK-3453-01A-01D-0858-01	TCGA-AK-3453-01A-02D-1274-01
TCGA-CJ-4641	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-CJ-4641-01A-01D-1185-01	TCGA-CJ-4641-01A-02D-1322-01
TCGA-B2-4102	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-B2-4102-01A-01D-1185-01	TCGA-B2-4102-01A-02D-1322-01
TCGA-B8-4148	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-B8-4148-01A-01D-1185-01	TCGA-B8-4148-01A-02D-1322-01
TCGA-A3-3362	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3362-01A-01D-1185-01	TCGA-A3-3362-01A-02D-1322-01
TCGA-A3-3308	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3308-01A-01D-0858-01	TCGA-A3-3308-01A-02D-1322-01
TCGA-BP-4164	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-BP-4164-01A-01D-1185-01	TCGA-BP-4164-01A-02D-1322-01
TCGA-A3-3372	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3372-01A-01D-0858-01	TCGA-A3-3372-01A-02D-1322-01
TCGA-AK-3429	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AK-3429-01A-01D-1185-01	TCGA-AK-3429-01A-02D-1322-01
TCGA-AK-3444	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AK-3444-01A-01D-0858-01	TCGA-AK-3444-01A-02D-1322-01
TCGA-B2-4098	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-B2-4098-01A-01D-1185-01	TCGA-B2-4098-01A-02D-1322-01
TCGA-CJ-4634	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-CJ-4634-01A-01D-1185-01	TCGA-CJ-4634-01A-02D-1322-01
TCGA-AK-3443	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AK-3443-01A-01D-0858-01	TCGA-AK-3443-01A-02D-1322-01
TCGA-A3-3323	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3323-01A-01D-0858-01	TCGA-A3-3323-01A-02D-1322-01
TCGA-B8-4622	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-B8-4622-01A-02D-1274-01	TCGA-B8-4622-01A-02D-1549-01
TCGA-A3-3374	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3374-01A-01D-0858-01	TCGA-A3-3374-01A-02D-1322-01
TCGA-A3-3382	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3382-01A-01D-0858-01	TCGA-A3-3382-01A-02D-1322-01
TCGA-A3-3378	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-A3-3378-01A-01D-0858-01	TCGA-A3-3378-01A-02D-1322-01
TCGA-CJ-4637	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-CJ-4637-01A-01D-1185-01	TCGA-CJ-4637-01A-02D-1322-01
TCGA-AK-3453	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AK-3453-10A-01D-0858-01	TCGA-AK-3453-10A-01D-1274-01
TCGA-AK-3426	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-AK-3426-01A-01D-1185-01	TCGA-AK-3426-01A-02D-1322-01
TCGA-B8-4620	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-B8-4620-01A-01D-1185-01,TCGA-B8-4620-01A-02D-1322-01	TCGA-B8-4620-01A-01D-1549-01
TCGA-CJ-4639	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-CJ-4639-01A-01D-1185-01	TCGA-CJ-4639-01A-02D-1322-01
TCGA-A3-3324	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3324-01A-01D-0858-01	TCGA-A3-3324-01A-02D-1322-01
TCGA-A3-3331	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3331-01A-01D-0858-01	TCGA-A3-3331-01A-02D-1322-01
TCGA-CJ-4637	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-CJ-4637-01A-01D-1185-01	TCGA-CJ-4637-01A-02D-1322-01
TCGA-BP-4161	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-BP-4161-01A-01D-1185-01	TCGA-BP-4161-01A-02D-1322-01
TCGA-B8-4148	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-B8-4148-01A-01D-1185-01	TCGA-B8-4148-01A-02D-1322-01
TCGA-A3-3362	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3362-01A-01D-1185-01	TCGA-A3-3362-01A-02D-1322-01
TCGA-BP-4163	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-BP-4163-01A-01D-1185-01	TCGA-BP-4163-01A-02D-1322-01
TCGA-A3-3317	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3317-01A-01D-0858-01	TCGA-A3-3317-01A-02D-1322-01
TCGA-AK-3436	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AK-3436-01A-01D-1185-01	TCGA-AK-3436-01A-02D-1322-01
TCGA-BP-4162	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-BP-4162-01A-01D-1185-01	TCGA-BP-4162-01A-02D-1322-01
TCGA-BP-4164	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-BP-4164-01A-01D-1185-01	TCGA-BP-4164-01A-02D-1322-01
TCGA-B2-3923	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-B2-3923-01A-01D-1185-01	TCGA-B2-3923-01A-02D-1322-01
TCGA-BP-4167	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-BP-4167-01A-01D-1185-01	TCGA-BP-4167-01A-02D-1322-01
TCGA-A3-3347	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3347-01A-01D-1185-01	TCGA-A3-3347-01A-02D-1322-01
TCGA-AK-3440	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AK-3440-01A-01D-0858-01	TCGA-AK-3440-01A-02D-1274-01
TCGA-CJ-4644	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-CJ-4644-01A-01D-1185-01	TCGA-CJ-4644-01A-02D-1322-01
TCGA-AK-3465	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AK-3465-01A-01D-0858-01	TCGA-AK-3465-01A-02D-1322-01
TCGA-A3-3319	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3319-01A-01D-0858-01	TCGA-A3-3319-01A-02D-1322-01
TCGA-CJ-4643	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-CJ-4643-01A-01D-1185-01	TCGA-CJ-4643-01A-02D-1322-01
TCGA-B8-4619	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-B8-4619-01A-01D-1185-01,TCGA-B8-4619-01A-02D-1322-01	TCGA-B8-4619-01A-02D-1549-01
TCGA-A3-3383	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3383-01A-01D-0858-01	TCGA-A3-3383-01A-02D-1322-01
TCGA-AK-3456	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AK-3456-01A-01D-1185-01	TCGA-AK-3456-01A-02D-1322-01
TCGA-A3-3311	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3311-01A-01D-0858-01	TCGA-A3-3311-01A-02D-1322-01
TCGA-A3-3351	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3351-01A-01D-1185-01	TCGA-A3-3351-01A-02D-1322-01
TCGA-A3-3320	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3320-01A-01D-0858-01	TCGA-A3-3320-01A-02D-1322-01
TCGA-CJ-4640	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-CJ-4640-01A-01D-1185-01	TCGA-CJ-4640-01A-02D-1322-01
TCGA-A3-3313	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3313-01A-01D-0858-01	TCGA-A3-3313-01A-02D-1322-01
TCGA-AK-3453	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AK-3453-01A-01D-0858-01	TCGA-AK-3453-01A-02D-1274-01
TCGA-CJ-4638	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-CJ-4638-01A-01D-1185-01	TCGA-CJ-4638-01A-02D-1322-01
TCGA-CJ-4641	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-CJ-4641-01A-01D-1185-01	TCGA-CJ-4641-01A-02D-1322-01
TCGA-B2-4102	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-B2-4102-01A-01D-1185-01	TCGA-B2-4102-01A-02D-1322-01
TCGA-CJ-4636	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-CJ-4636-01A-01D-1185-01	TCGA-CJ-4636-01A-02D-1322-01
TCGA-A3-3308	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3308-01A-01D-0858-01	TCGA-A3-3308-01A-02D-1322-01
TCGA-A3-3372	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3372-01A-01D-0858-01	TCGA-A3-3372-01A-02D-1322-01
TCGA-AK-3429	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AK-3429-01A-01D-1185-01	TCGA-AK-3429-01A-02D-1322-01
TCGA-AK-3444	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AK-3444-01A-01D-0858-01	TCGA-AK-3444-01A-02D-1322-01
TCGA-CJ-4634	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-CJ-4634-01A-01D-1185-01	TCGA-CJ-4634-01A-02D-1322-01
TCGA-AK-3443	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AK-3443-01A-01D-0858-01	TCGA-AK-3443-01A-02D-1322-01
TCGA-B8-4622	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-B8-4622-01A-02D-1274-01	TCGA-B8-4622-01A-02D-1549-01
TCGA-A3-3378	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3378-01A-01D-0858-01	TCGA-A3-3378-01A-02D-1322-01
TCGA-AK-3453	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AK-3453-10A-01D-0858-01	TCGA-AK-3453-10A-01D-1274-01
TCGA-AK-3426	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AK-3426-01A-01D-1185-01	TCGA-AK-3426-01A-02D-1322-01
TCGA-B8-4620	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-B8-4620-01A-01D-1185-01,TCGA-B8-4620-01A-02D-1322-01	TCGA-B8-4620-01A-01D-1549-01
TCGA-A3-3322	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A3-3322-01A-01D-0858-01	TCGA-A3-3322-01A-02D-1322-01
TCGA-CJ-4639	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-CJ-4639-01A-01D-1185-01	TCGA-CJ-4639-01A-02D-1322-01
TCGA-CJ-4636	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-CJ-4636-01A-01D-1185-01	TCGA-CJ-4636-01A-02D-1322-01
TCGA-A3-3331	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-A3-3331-01A-01D-0858-01	TCGA-A3-3331-01A-02D-1322-01
TCGA-AK-3440	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-AK-3440-10A-01D-0858-01	TCGA-AK-3440-10A-01D-1274-01
TCGA-A3-3324	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-A3-3324-01A-01D-0858-01	TCGA-A3-3324-01A-02D-1322-01
TCGA-A3-3351	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-A3-3351-01A-01D-1185-01	TCGA-A3-3351-01A-02D-1322-01
TCGA-BP-4163	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-BP-4163-01A-01D-1185-01	TCGA-BP-4163-01A-02D-1322-01
TCGA-B2-3924	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Sort Replicate Filter	TCGA-B2-3924-01A-02D-A274-01	TCGA-B2-3924-01B-03D-A274-01
TCGA-A3-3317	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-A3-3317-01A-01D-0858-01	TCGA-A3-3317-01A-02D-1322-01
TCGA-AK-3465	KIRC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__invariantset_medianpolish__data	Analyte Replicate Filter	TCGA-AK-3465-01A-01D-0858-01	TCGA-AK-3465-01A-02D-1322-01
